United Kingdom, Death rates (cohort 5x10), 	Last modified: 11 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1842-1849        0                    .               .               .
1842-1849      1-4                    .               .               .
1842-1849      5-9                    .               .               .
1842-1849     10-14                   .               .               .
1842-1849     15-19                   .               .               .
1842-1849     20-24                   .               .               .
1842-1849     25-29                   .               .               .
1842-1849     30-34                   .               .               .
1842-1849     35-39                   .               .               .
1842-1849     40-44                   .               .               .
1842-1849     45-49                   .               .               .
1842-1849     50-54                   .               .               .
1842-1849     55-59                   .               .               .
1842-1849     60-64                   .               .               .
1842-1849     65-69                   .               .               .
1842-1849     70-74                   .               .               .
1842-1849     75-79            0.110102        0.136664        0.120720
1842-1849     80-84            0.145871        0.177953        0.157602
1842-1849     85-89            0.220981        0.266077        0.235525
1842-1849     90-94            0.310588        0.364702        0.325126
1842-1849     95-99            0.429219        0.496939        0.443725
1842-1849    100-104           0.546612        0.607994        0.556389
1842-1849    105-109           0.712470        1.457644        0.744776
1842-1849    110+                    .              .              .
1850-1859        0                    .               .               .
1850-1859      1-4                    .               .               .
1850-1859      5-9                    .               .               .
1850-1859     10-14                   .               .               .
1850-1859     15-19                   .               .               .
1850-1859     20-24                   .               .               .
1850-1859     25-29                   .               .               .
1850-1859     30-34                   .               .               .
1850-1859     35-39                   .               .               .
1850-1859     40-44                   .               .               .
1850-1859     45-49                   .               .               .
1850-1859     50-54                   .               .               .
1850-1859     55-59                   .               .               .
1850-1859     60-64                   .               .               .
1850-1859     65-69            0.041519        0.055023        0.047648
1850-1859     70-74            0.061266        0.078185        0.068614
1850-1859     75-79            0.093732        0.119728        0.104290
1850-1859     80-84            0.139894        0.176557        0.153419
1850-1859     85-89            0.207319        0.257490        0.223339
1850-1859     90-94            0.288975        0.349096        0.304714
1850-1859     95-99            0.411504        0.497710        0.428459
1850-1859    100-104           0.553380        0.614671        0.561578
1850-1859    105-109           0.749066        0.385787        0.699292
1850-1859    110+              1.013514        1.016949        1.015228
1860-1869        0                    .               .               .
1860-1869      1-4                    .               .               .
1860-1869      5-9                    .               .               .
1860-1869     10-14                   .               .               .
1860-1869     15-19                   .               .               .
1860-1869     20-24                   .               .               .
1860-1869     25-29                   .               .               .
1860-1869     30-34                   .               .               .
1860-1869     35-39                   .               .               .
1860-1869     40-44                   .               .               .
1860-1869     45-49                   .               .               .
1860-1869     50-54                   .               .               .
1860-1869     55-59            0.017335        0.022913        0.020005
1860-1869     60-64            0.023353        0.031142        0.027013
1860-1869     65-69            0.034488        0.046724        0.040080
1860-1869     70-74            0.054853        0.072914        0.062730
1860-1869     75-79            0.083291        0.110598        0.094393
1860-1869     80-84            0.125899        0.161929        0.139225
1860-1869     85-89            0.197030        0.250660        0.214165
1860-1869     90-94            0.281344        0.348660        0.298549
1860-1869     95-99            0.386972        0.469240        0.402696
1860-1869    100-104           0.507334        0.625832        0.522483
1860-1869    105-109           0.731224        0.668146        0.726527
1860-1869    110+              0.806994        0.182371        0.478927
1870-1879        0                    .               .               .
1870-1879      1-4                    .               .               .
1870-1879      5-9                    .               .               .
1870-1879     10-14                   .               .               .
1870-1879     15-19                   .               .               .
1870-1879     20-24                   .               .               .
1870-1879     25-29                   .               .               .
1870-1879     30-34                   .               .               .
1870-1879     35-39                   .               .               .
1870-1879     40-44                   .               .               .
1870-1879     45-49            0.008525        0.011198        0.009794
1870-1879     50-54            0.010596        0.013964        0.012203
1870-1879     55-59            0.014086        0.019518        0.016661
1870-1879     60-64            0.020694        0.029780        0.024924
1870-1879     65-69            0.030053        0.043960        0.036333
1870-1879     70-74            0.046811        0.065610        0.054935
1870-1879     75-79            0.076154        0.105368        0.087877
1870-1879     80-84            0.118584        0.158681        0.132976
1870-1879     85-89            0.180857        0.234897        0.197425
1870-1879     90-94            0.257627        0.319736        0.272962
1870-1879     95-99            0.366734        0.443312        0.381134
1870-1879    100-104           0.494170        0.594120        0.506839
1870-1879    105-109           0.675549        0.803348        0.686301
1870-1879    110+              1.029219              .        1.029219
1880-1889        0                    .               .               .
1880-1889      1-4                    .               .               .
1880-1889      5-9                    .               .               .
1880-1889     10-14                   .               .               .
1880-1889     15-19                   .               .               .
1880-1889     20-24                   .               .               .
1880-1889     25-29                   .               .               .
1880-1889     30-34                   .               .               .
1880-1889     35-39            0.005194        0.006383        0.005742
1880-1889     40-44            0.005555        0.007373        0.006398
1880-1889     45-49            0.006839        0.009425        0.008038
1880-1889     50-54            0.009065        0.013356        0.011045
1880-1889     55-59            0.011778        0.019214        0.015171
1880-1889     60-64            0.016682        0.028405        0.021904
1880-1889     65-69            0.025646        0.043698        0.033350
1880-1889     70-74            0.041533        0.068030        0.052099
1880-1889     75-79            0.067208        0.102757        0.080104
1880-1889     80-84            0.105407        0.149271        0.119372
1880-1889     85-89            0.164166        0.217693        0.178501
1880-1889     90-94            0.245019        0.308158        0.258546
1880-1889     95-99            0.340804        0.414899        0.352724
1880-1889    100-104           0.463708        0.531375        0.471624
1880-1889    105-109           0.611738        0.663102        0.616585
1880-1889    110+              0.642660              .        0.642660
1890-1899        0                    .               .               .
1890-1899      1-4                    .               .               .
1890-1899      5-9                    .               .               .
1890-1899     10-14                   .               .               .
1890-1899     15-19                   .               .               .
1890-1899     20-24                   .               .               .
1890-1899     25-29            0.003875        0.004144        0.003998
1890-1899     30-34            0.003763        0.004153        0.003942
1890-1899     35-39            0.004024        0.004818        0.004389
1890-1899     40-44            0.004547        0.006027        0.005223
1890-1899     45-49            0.005600        0.008182        0.006772
1890-1899     50-54            0.007027        0.011398        0.009026
1890-1899     55-59            0.009512        0.017755        0.013236
1890-1899     60-64            0.014419        0.028437        0.020552
1890-1899     65-69            0.022804        0.044308        0.031749
1890-1899     70-74            0.037361        0.067560        0.049005
1890-1899     75-79            0.060301        0.100061        0.074039
1890-1899     80-84            0.096012        0.145403        0.110616
1890-1899     85-89            0.147829        0.206230        0.161989
1890-1899     90-94            0.221519        0.284968        0.233623
1890-1899     95-99            0.325493        0.399439        0.336038
1890-1899    100-104           0.470706        0.553046        0.478900
1890-1899    105-109           0.631547        0.698595        0.636200
1890-1899    110+              0.891618        1.546227        0.923592
1900-1909        0                    .               .               .
1900-1909      1-4                    .               .               .
1900-1909      5-9                    .               .               .
1900-1909     10-14                   .               .               .
1900-1909     15-19            0.002872        0.003021        0.002946
1900-1909     20-24            0.003106        0.003413        0.003255
1900-1909     25-29            0.003080        0.003236        0.003155
1900-1909     30-34            0.002966        0.003469        0.003204
1900-1909     35-39            0.003037        0.004114        0.003527
1900-1909     40-44            0.003222        0.004406        0.003788
1900-1909     45-49            0.004116        0.006164        0.005113
1900-1909     50-54            0.005708        0.009973        0.007779
1900-1909     55-59            0.008343        0.016901        0.012442
1900-1909     60-64            0.013077        0.027358        0.019718
