Germany, Death rates (period 5x10), 	Last modified: 17 Dec 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1990-1999        0             0.004882        0.006223        0.005570
1990-1999      1-4             0.000290        0.000359        0.000325
1990-1999      5-9             0.000137        0.000179        0.000158
1990-1999     10-14            0.000133        0.000191        0.000163
1990-1999     15-19            0.000316        0.000753        0.000540
1990-1999     20-24            0.000349        0.001040        0.000702
1990-1999     25-29            0.000390        0.001026        0.000718
1990-1999     30-34            0.000555        0.001280        0.000929
1990-1999     35-39            0.000892        0.001858        0.001387
1990-1999     40-44            0.001451        0.002831        0.002153
1990-1999     45-49            0.002265        0.004375        0.003335
1990-1999     50-54            0.003397        0.007004        0.005219
1990-1999     55-59            0.004997        0.010916        0.007949
1990-1999     60-64            0.008107        0.017784        0.012771
1990-1999     65-69            0.013568        0.028031        0.019798
1990-1999     70-74            0.023133        0.043457        0.030608
1990-1999     75-79            0.042224        0.071540        0.051703
1990-1999     80-84            0.078789        0.119637        0.090454
1990-1999     85-89            0.137793        0.187811        0.150291
1990-1999     90-94            0.230509        0.288338        0.242703
1990-1999     95-99            0.349750        0.410440        0.360026
1990-1999    100-104           0.502088        0.608465        0.517234
1990-1999    105-109           0.626367        0.617321        0.625015
1990-1999    110+              1.133333        2.400000        1.260000
2000-2009        0             0.003545        0.004390        0.003979
2000-2009      1-4             0.000196        0.000231        0.000214
2000-2009      5-9             0.000088        0.000114        0.000101
2000-2009     10-14            0.000101        0.000132        0.000117
2000-2009     15-19            0.000223        0.000497        0.000363
2000-2009     20-24            0.000259        0.000714        0.000489
2000-2009     25-29            0.000278        0.000709        0.000496
2000-2009     30-34            0.000383        0.000847        0.000618
2000-2009     35-39            0.000633        0.001227        0.000936
2000-2009     40-44            0.001080        0.002064        0.001581
2000-2009     45-49            0.001879        0.003560        0.002728
2000-2009     50-54            0.002920        0.005687        0.004303
2000-2009     55-59            0.004352        0.008730        0.006525
2000-2009     60-64            0.006438        0.013433        0.009864
2000-2009     65-69            0.009918        0.020573        0.014985
2000-2009     70-74            0.017353        0.033345        0.024512
2000-2009     75-79            0.032643        0.054853        0.041185
2000-2009     80-84            0.062092        0.091682        0.071253
2000-2009     85-89            0.118804        0.157751        0.128548
2000-2009     90-94            0.211689        0.261196        0.221666
2000-2009     95-99            0.332084        0.395481        0.342213
2000-2009    100-104           0.483117        0.565835        0.492855
2000-2009    105-109           0.651835        0.664998        0.653037
2000-2009    110+              1.035176        0.666667        0.977467
2010-2017        0             0.003095        0.003645        0.003377
2010-2017      1-4             0.000147        0.000172        0.000160
2010-2017      5-9             0.000073        0.000090        0.000082
2010-2017     10-14            0.000078        0.000097        0.000088
2010-2017     15-19            0.000164        0.000319        0.000244
2010-2017     20-24            0.000196        0.000483        0.000344
2010-2017     25-29            0.000233        0.000538        0.000389
2010-2017     30-34            0.000341        0.000706        0.000526
2010-2017     35-39            0.000515        0.000978        0.000748
2010-2017     40-44            0.000874        0.001551        0.001215
2010-2017     45-49            0.001507        0.002652        0.002087
2010-2017     50-54            0.002548        0.004648        0.003606
2010-2017     55-59            0.004033        0.007770        0.005888
2010-2017     60-64            0.006227        0.012060        0.009071
2010-2017     65-69            0.009459        0.018012        0.013560
2010-2017     70-74            0.014751        0.027227        0.020538
2010-2017     75-79            0.026108        0.043916        0.033916
2010-2017     80-84            0.053529        0.078819        0.063464
2010-2017     85-89            0.108110        0.140095        0.118122
2010-2017     90-94            0.197529        0.236737        0.206624
2010-2017     95-99            0.325801        0.375609        0.334462
2010-2017    100-104           0.492387        0.546262        0.499118
2010-2017    105-109           0.658773        0.722009        0.664600
2010-2017    110+              0.965808        2.105660        0.997703
