Chile, Life tables (period 5x10), Total	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
1992-1999        0      0.01218  0.01205  0.12  100000    1205   98945  7529054  75.29
1992-1999      1-4      0.00059  0.00236  1.57   98795     233  394613  7430109  75.21
1992-1999      5-9      0.00026  0.00128  2.38   98562     126  492479  7035496  71.38
1992-1999     10-14     0.00027  0.00137  2.70   98436     135  491868  6543017  66.47
1992-1999     15-19     0.00060  0.00300  2.78   98301     295  490849  6051149  61.56
1992-1999     20-24     0.00094  0.00470  2.56   98006     461  488905  5560300  56.73
1992-1999     25-29     0.00108  0.00539  2.55   97545     526  486436  5071395  51.99
1992-1999     30-34     0.00126  0.00630  2.57   97019     611  483613  4584959  47.26
1992-1999     35-39     0.00162  0.00806  2.61   96409     777  480187  4101345  42.54
1992-1999     40-44     0.00234  0.01164  2.65   95632    1113  475545  3621158  37.87
1992-1999     45-49     0.00361  0.01790  2.66   94519    1692  468640  3145614  33.28
1992-1999     50-54     0.00562  0.02776  2.66   92827    2577  458105  2676973  28.84
1992-1999     55-59     0.00868  0.04253  2.65   90250    3838  442228  2218868  24.59
1992-1999     60-64     0.01355  0.06569  2.67   86412    5677  418820  1776640  20.56
1992-1999     65-69     0.02114  0.10066  2.64   80735    8127  384477  1357820  16.82
1992-1999     70-74     0.03421  0.15815  2.62   72608   11483  335694   973343  13.41
1992-1999     75-79     0.05417  0.23940  2.57   61126   14634  270139   637649  10.43
1992-1999     80-84     0.08453  0.34938  2.52   46492   16243  192156   367511   7.90
1992-1999     85-89     0.13565  0.50186  2.41   30248   15180  111907   175355   5.80
1992-1999     90-94     0.20879  0.66240  2.24   15068    9981   47804    63448   4.21
1992-1999     95-99     0.30564  0.80098  2.03    5087    4075   13331    15644   3.08
1992-1999    100-104    0.42688  0.89844  1.78    1012     910    2131     2313   2.28
1992-1999    105-109    0.55964  0.95168  1.53     103      98     175      182   1.77
1992-1999    110+       0.66753  1.00000  1.50       5       5       7        7   1.50
2000-2009        0      0.00856  0.00850  0.13  100000     850   99262  7760903  77.61
